-0.00045049+0.0024657i,-6.3528e-05-0.0032925i,0.00094306+0.0045645i,-0.0025842-0.0067152i,0.0061775+0.011005i,-0.017545-0.023426i,0.6404+0.65422i,0.034567+0.025136i,-0.021704-0.005162i,-0.021353-0.3658i,-0.023136-0.030053i,0.025864+0.021658i,-0.037249-0.017417i
0.004845-0.004308i,-0.0058053+0.0044229i,0.0072761-0.0044712i,-0.0097921+0.0043517i,0.014976-0.0037486i,-0.03086+0.0010873i,0.89958+0.16791i,0.04372+0.016341i,-0.032312-0.013423i,0.39567-0.0073792i,0.0052439-0.016772i,0.0034351+0.018727i,-0.014248-0.02277i
-0.010781-0.0040287i,0.012149+0.0046824i,-0.014048-0.0056631i,0.016952+0.007312i,-0.022223-0.010668i,0.036346+0.020905i,-0.72273-0.5825i,-0.015853-0.02783i,-0.0034412+0.021924i,0.18075-0.34572i,-0.00081768-0.010182i,0.0097864+0.0028535i,-0.020478+0.005655i
0.00036829+0.0094712i,-0.00074826-0.010947i,0.0013575+0.01305i,-0.0024256-0.016349i,0.0046221+0.022486i,-0.011136-0.039251i,0.34703+0.86125i,0.014986+0.02311i,-0.0045167+0.0015165i,-0.19127-0.32313i,-0.017836-0.012051i,0.013135-0.00025981i,-0.0085342+0.01407i
0.0030394-0.0010345i,-0.0034645+0.0018925i,0.0040308-0.0032888i,-0.0048356+0.0057883i,0.0061231-0.01108i,-0.0088956+0.027399i,0.10479-0.90811i,-0.0055884-0.045696i,0.015304+0.027631i,-0.3864-0.01723i,-0.011179+0.021831i,-0.00034061-0.022091i,0.013717+0.023472i
0.0026808+0.0027764i,-0.0024719-0.0035124i,0.0020134+0.0046681i,-0.0010057-0.0066906i,-0.0014766+0.010939i,0.010055-0.024155i,-0.51033+0.75368i,-0.034338+0.038854i,0.028333-0.029643i,-0.21097+0.34538i,0.012114+0.0022248i,-0.018686+0.0057634i,0.026638-0.016111i
0.0054299-0.0080596i,-0.0064456+0.0090665i,0.0079613-0.010438i,-0.010478+0.012474i,0.015493-0.01602i,-0.030339+0.024978i,0.81844-0.43152i,0.035312-0.0031664i,-0.021683-0.01289i,0.19669+0.33976i,0.0011272+0.0050577i,0.0020464+0.006902i,-0.0073716-0.02009i
-0.011018-0.0047739i,0.012654+0.0050925i,-0.014972-0.0054634i,0.018592+0.0059074i,-0.025292-0.006472i,0.043493+0.0073459i,-0.93155-0.026336i,-0.023503+0.0072506i,-0.0037089-0.0086931i,0.3808+0.019892i,0.013237-0.010395i,0.00082839+0.012107i,-0.016409-0.012749i
0.0026051-0.0024576i,-0.003506+0.0031395i,0.0048914-0.0041896i,-0.0072329+0.0059771i,0.011902-0.0095924i,-0.025429+0.020298i,0.71371-0.57991i,0.027823-0.024674i,-0.0068115+0.010752i,-0.34498+0.11835i,-0.028532+0.017016i,0.01894-0.015107i,-0.0092655+0.0184i
-0.003402+0.003599i,0.0043855-0.0038666i,-0.0059117+0.0042176i,0.0085373-0.0047371i,-0.013925+0.0057015i,0.030196-0.0085699i,-0.9004+0.17367i,-0.042029+0.0074479i,0.025189-0.010187i,-0.089673+0.37121i,0.012593+0.022469i,-0.014916-0.01525i,0.022194+0.0095152i
0.007817+0.0012141i,-0.0090068-0.0014468i,0.01074+0.0018145i,-0.013554-0.0024702i,0.019047+0.0038923i,-0.035065-0.0085114i,0.87963+0.27534i,0.03534+0.015805i,-0.021765-0.014931i,0.29103+0.25918i,0.011314+0.0066271i,-0.0082353+0.0003052i,0.0076432-0.010321i
-0.0020226-0.0069592i,0.0028463+0.007964i,-0.0041131-0.0094038i,0.0062498+0.011693i,-0.010494-0.016055i,0.022715+0.028437i,-0.64003-0.6655i,-0.024572-0.023335i,0.0048789+0.010977i,0.35158-0.11671i,0.027317-0.0071645i,-0.017319+0.0082822i,0.0067295-0.01273i
-0.0014774+0.0038171i,0.001399-0.0049455i,-0.0012059+0.0066689i,0.00075632-0.0095674i,0.00039001+0.015334i,-0.0044399-0.032052i,0.24365+0.88617i,0.016956+0.034597i,-0.014194-0.0098255i,0.098551-0.35527i,-0.0075156-0.031053i,0.011789+0.021248i,-0.019838-0.012665i
-0.00019558-0.0041906i,-2.3272e-05+0.0051405i,0.00038555-0.0066069i,-0.0010329+0.0091285i,0.00237-0.014332i,-0.0062795+0.03023i,0.20091-0.89406i,0.0077694-0.043107i,0.00091488+0.029844i,-0.26698-0.28164i,-0.020128+0.0018574i,0.014706-0.0083336i,-0.011254+0.018085i
-0.0039263+0.0079044i,0.004576-0.0090054i,-0.0055575+0.010571i,0.0072209-0.013038i,-0.010637+0.017697i,0.021146-0.030798i,-0.6017+0.69993i,-0.029545+0.023227i,0.023885-0.0097747i,-0.3768+0.10023i,-0.010359+0.0077347i,0.0018975-0.009222i,0.0084066+0.012825i
0.010592-0.0019811i,-0.012055+0.0024913i,0.014125-0.0032523i,-0.017362+0.0044943i,0.023394-0.006869i,-0.040037+0.0134i,0.87061-0.32672i,0.024903-0.0088358i,-0.0040575-0.0045358i,-0.10317+0.36238i,-5.8735e-05+0.021037i,-0.0071165-0.011561i,0.016441+0.0019614i
-0.0042246-0.0045552i,0.0053544+0.005046i,-0.00708-0.0056874i,0.009989+0.0065862i,-0.015807-0.0080218i,0.032821+0.011202i,-0.91165-0.13174i,-0.036869+0.0051927i,0.013586-0.013682i,0.24633+0.28373i,0.026226+0.0039505i,-0.019136+0.0054245i,0.013226-0.017024i
0.0033582-0.0014804i,-0.0040855+0.0010735i,0.0052185-0.00035398i,-0.0071913-0.001015i,0.01133+0.0040399i,-0.024228-0.013615i,0.73921+0.53529i,0.037933+0.029556i,-0.02978-0.017782i,0.38592-0.065767i,0.0051748-0.021835i,0.0038736+0.021089i,-0.015126-0.021985i
-0.0084841-0.004865i,0.0094114+0.0057783i,-0.01066-0.0071648i,0.012499+0.009517i,-0.0157-0.014326i,0.023896+0.028976i,-0.40742-0.82753i,-0.0043266-0.03949i,-0.0073105+0.02909i,0.12645-0.37499i,-0.0057283-0.0068671i,0.012338-0.0010192i,-0.02031+0.010667i
-0.0015158+0.0099947i,0.0015785-0.011549i,-0.0016482+0.013768i,0.0017371-0.017261i,-0.0018976+0.02379i,0.0024711-0.041742i,-0.045289+0.92856i,-0.002903+0.026225i,0.006311-0.00088575i,-0.24855-0.28517i,-0.014331-0.010935i,0.0086534-0.00048824i,-0.0022252+0.012988i
0.0058703-0.00080376i,-0.0068051+0.0015599i,0.0081246-0.0027879i,-0.010164+0.0049791i,0.01387-0.0095961i,-0.023657+0.023744i,0.48391-0.78186i,0.0091981-0.038583i,0.0083312+0.021857i,-0.37619+0.048314i,-0.013657+0.021651i,0.0014076-0.02011i,0.012314+0.01891i
0.00040768+0.00015093i,0.00020306-0.00045579i,-0.0012491+0.00098445i,0.0032067-0.0019971i,-0.0075172+0.0043047i,0.021275-0.012007i,-0.78403+0.46018i,-0.043747+0.028615i,0.030924-0.026104i,-0.15665+0.36988i,0.015926+0.0044467i,-0.020105+0.00513i,0.025126-0.017011i
0.0052765-0.0054705i,-0.006351+0.0059619i,0.0079748-0.0065655i,-0.010706+0.0073369i,0.016221-0.008396i,-0.032745+0.010153i,0.91779-0.044583i,0.041543+0.011872i,-0.026964-0.019226i,0.25188+0.30951i,0.00031865+9.7239e-05i,0.004429+0.0099574i,-0.011805-0.020859i
-0.010721-0.0064976i,0.012253+0.0072404i,-0.014411-0.0082656i,0.017752+0.0098309i,-0.023879-0.012694i,0.040361+0.020518i,-0.8373-0.41273i,-0.019179-0.010775i,-0.006053+0.0026338i,0.37922-0.049691i,0.011492-0.0072021i,0.0022686+0.0075667i,-0.017159-0.0059479i
0.0039649-0.00022708i,-0.0051024+0.00047527i,0.0068373-0.00087371i,-0.0097523+0.0015722i,0.015549-0.0030061i,-0.032364+0.0072367i,0.89285-0.22329i,0.035026-0.009235i,-0.010709+0.0016275i,-0.3171+0.18031i,-0.028294+0.015723i,0.018599-0.01287i,-0.0081197+0.014364i
-0.003261+0.00072951i,0.0042462-0.00046074i,-0.0057748+1.684e-05i,0.0084002+0.00076881i,-0.013772-0.0023644i,0.029918+0.0069125i,-0.8886-0.22619i,-0.040801-0.0081153i,0.023067-0.0031254i,-0.027282+0.37351i,0.015411+0.025645i,-0.016176-0.01699i,0.021702+0.0091258i
0.0062676+0.00339i,-0.0071685-0.0040757i,0.0084774+0.0051216i,-0.0106-0.0069008i,0.01476+0.01054i,-0.026982-0.021598i,0.67855+0.62118i,0.028209+0.029348i,-0.019574-0.020424i,0.32683+0.2139i,0.014052+0.00059857i,-0.0092053+0.0045558i,0.0060844-0.013249i
-0.00012192-0.0081534i,0.00052236+0.0093954i,-0.0011495-0.011195i,0.0022159+0.014093i,-0.0043244-0.019692i,0.010271+0.035804i,-0.29989-0.87377i,-0.010476-0.032915i,-0.0018107+0.017356i,0.33314-0.17797i,0.021904-0.0071371i,-0.012831+0.0069266i,0.0023851-0.0092346i
-0.0040534+0.0043694i,0.0044645-0.0055587i,-0.0050054+0.0073629i,0.0057796-0.010378i,-0.007079+0.016341i,0.010273-0.03354i,-0.15477+0.90908i,-0.00011641+0.034597i,-0.0042271-0.0090749i,0.031211-0.36539i,-0.0062674-0.030385i,0.0096642+0.019853i,-0.016206-0.0098117i
0.0025028-0.0030696i,-0.0032258+0.003813i,0.0043319-0.0049706i,-0.0061936+0.0069781i,0.0098946-0.011152i,-0.020589+0.023989i,0.56336-0.72437i,0.021229-0.035641i,-0.0042034+0.025027i,-0.30297-0.23107i,-0.024277+0.0025623i,0.016697-0.0082211i,-0.010545+0.017007i
-0.0051333+0.0054646i,0.0060716-0.0061097i,-0.0074919+0.0070035i,0.0098941-0.0083761i,-0.014791+0.010911i,0.029668-0.017945i,-0.83873+0.37763i,-0.039522+0.01161i,0.028636-0.0060018i,-0.35949+0.15586i,-0.0060761+0.012494i,-0.0016419-0.011496i,0.011631+0.012132i
0.010778-1.0773e-05i,-0.01228+5.5975e-05i,0.014415-0.00010786i,-0.017771+0.00015069i,0.024074-0.000105i,-0.041627-0.00056354i,0.92619+0.067768i,0.028349+0.0084416i,-0.0075271-0.013973i,-0.040411+0.38091i,0.0015901+0.016062i,-0.0071017-0.0066605i,0.014205-0.0036306i
-0.0038659-0.0069929i,0.0048696+0.0079509i,-0.0063925-0.0092915i,0.0089404+0.011353i,-0.013989-0.015105i,0.028595+0.025118i,-0.77454-0.50623i,-0.029702-0.01063i,0.0083729-0.0047648i,0.29126+0.23207i,0.025165+0.0055065i,-0.016849+0.0033853i,0.0089853-0.013966i
0.0010459+0.00074843i,-0.0013702-0.0015488i,0.0019088+0.0028429i,-0.0029088-0.0051392i,0.0051401+0.0099452i,-0.012501-0.024554i,0.43903+0.80069i,0.026158+0.038557i,-0.023948-0.020075i,0.36405-0.12336i,0.0063232-0.025659i,0.0030093+0.022455i,-0.014323-0.020388i
-0.005651-0.004773i,0.0060361+0.0057542i,-0.0064829-0.0072581i,0.0070118+0.0098308i,-0.00766-0.015128i,0.0085358+0.031337i,-0.017243-0.91643i,0.010084-0.04451i,-0.012437+0.032651i,0.06978-0.3922i,-0.011331-0.0049186i,0.015293-0.0034917i,-0.020236+0.013953i
-0.0034007+0.0092599i,0.0039008-0.010659i,-0.0046405+0.012649i,0.0058686-0.015769i,-0.0083453+0.021577i,0.015868-0.037496i,-0.42926+0.82252i,-0.020259+0.022653i,0.016641-0.00036199i,-0.29882-0.24142i,-0.01077-0.0081374i,0.0043361-0.0017597i,0.0035515+0.012282i
0.0080083+0.00032845i,-0.0093264+0.00013747i,0.011213-0.00091476i,-0.014183+0.0023277i,0.01972-0.005337i,-0.034835+0.014582i,0.7731-0.5074i,0.020689-0.025386i,0.0025757+0.013103i,-0.35673+0.11407i,-0.01515+0.019838i,0.0027181-0.016848i,0.010669+0.013395i
-0.00095179-0.0029549i,0.001778+0.003184i,-0.0031316-0.0034387i,0.0055721+0.0036996i,-0.01078-0.0038659i,0.026978+0.0032692i,-0.90851+0.079013i,-0.046937+0.014501i,0.030309-0.020305i,-0.096607+0.38333i,0.018268+0.007404i,-0.020227+0.0035795i,0.022381-0.016545i
0.0040918-0.0027087i,-0.0050105+0.0026652i,0.0064195-0.0024755i,-0.0088268+0.0019447i,0.013766-0.00045558i,-0.028795-0.0051352i,0.84416+0.34903i,0.040495+0.026833i,-0.028413-0.025174i,0.29814+0.27101i,0.0011845-0.0049395i,0.0052253+0.012792i,-0.014434-0.021018i
-0.00927-0.0076855i,0.010486+0.0087532i,-0.012169-0.010285i,0.014716+0.012728i,-0.019266-0.017406i,0.031129+0.030771i,-0.58731-0.72247i,-0.0089402-0.025714i,-0.010867+0.012434i,0.36913-0.11689i,0.0081718-0.0046791i,0.004603+0.003624i,-0.018056+0.00013949i
0.0041796+0.0022971i,-0.0053307-0.0025383i,0.0070833+0.0028745i,-0.010025-0.003402i,0.015873+0.0044196i,-0.032855-0.0074484i,0.90376+0.17556i,0.035634+0.0078412i,-0.011681-0.0081744i,-0.28229+0.23779i,-0.026208+0.013752i,0.017066-0.010111i,-0.0065314+0.0098061i
-0.0021079-0.0017963i,0.0028843+0.0025392i,-0.0040986-0.0036864i,0.0061963+0.0056289i,-0.010501-0.0094981i,0.023437+0.020651i,-0.70898-0.58317i,-0.032609-0.022196i,0.017437+0.0035451i,0.037774+0.36592i,0.016348+0.028121i,-0.015786-0.018436i,0.019479+0.0089462i
0.0038818+0.0048689i,-0.004333-0.0058637i,0.0049767+0.0073709i,-0.0060102-0.0099109i,0.0080409+0.015042i,-0.014132-0.030394i,0.35003+0.84982i,0.015789+0.037921i,-0.014573-0.023253i,0.35225+0.16139i,0.017653-0.0042801i,-0.011014+0.0076421i,0.0054543-0.014696i
0.0021944-0.0082981i,-0.0022972+0.0095682i,0.0024275-0.011415i,-0.0026236+0.014403i,0.0030237-0.02021i,-0.004416+0.037038i,0.096878-0.91826i,0.00568-0.035777i,-0.0091995+0.020332i,0.3061-0.23242i,0.015735-0.0084807i,-0.0080315+0.0066999i,-0.0016549-0.0066693i
-0.0063808+0.0037274i,0.0072405-0.0047494i,-0.0084559+0.0062955i,0.010358-0.0088691i,-0.013917+0.013932i,0.023826-0.028434i,-0.52492+0.76081i,-0.016179+0.027938i,0.0053458-0.0054181i,-0.036624-0.3673i,-0.0051142-0.027808i,0.0074814+0.017227i,-0.012238-0.0064511i
0.0045171-0.0011545i,-0.0056048+0.0015237i,0.0072463-0.0021196i,-0.0099782+0.0031894i,0.015365-0.0054869i,-0.030873+0.012756i,0.81976-0.41779i,0.030507-0.022354i,-0.0074992+0.017096i,-0.33187-0.17261i,-0.027041+0.0018901i,0.01776-0.0067526i,-0.0093761+0.01431i
-0.0053731+0.0025668i,0.0064049-0.0026666i,-0.0079705+0.0027548i,0.010621-0.0028109i,-0.01602+0.0027813i,0.032373-0.0024583i,-0.91756-0.014957i,-0.042812-0.0029062i,0.029783-0.00071034i,-0.33054+0.20632i,-0.0031718+0.017723i,-0.0037775-0.014197i,0.013117+0.011866i
0.009789+0.0019804i,-0.011104-0.0023931i,0.012966+0.003037i,-0.015886-0.0041665i,0.021363+0.0065692i,-0.036632-0.01422i,0.8089+0.44913i,0.024898+0.024854i,-0.0077181-0.022608i,0.021349+0.38878i,0.0048103+0.011052i,-0.0082285-0.0020522i,0.012712-0.0084113i
-0.0025455-0.0087025i,0.0032312+0.0099977i,-0.0042656-0.011846i,0.00598+0.014757i,-0.0093295-0.020215i,0.018823+0.035308i,-0.49163-0.78667i,-0.016772-0.022935i,0.00058059+0.002721i,0.32982+0.17516i,0.022402+0.0061889i,-0.013415+0.0017821i,0.0041854-0.010819i
-0.0017373+0.0020151i,0.0019142-0.0030138i,-0.0021188+0.0045906i,0.002343-0.00733i,-0.0025257+0.012958i,0.002216-0.029797i,0.055403+0.91432i,0.010707+0.041413i,-0.015971-0.019439i,0.33132-0.1791i,0.0081363-0.027784i,0.0013008+0.022535i,-0.012251-0.017876i
-0.0027654-0.0036744i,0.0026023+0.0045118i,-0.00224-0.0058137i,0.0014478+0.0080726i,0.00047307-0.012787i,-0.0069546+0.027392i,0.37454-0.83232i,0.024451-0.042148i,-0.017447+0.032204i,0.011457-0.39667i,-0.016882-0.004549i,0.018123-0.004365i,-0.01994+0.015306i
-0.0048142+0.0074013i,0.0056544-0.0084386i,-0.006917+0.009893i,0.0090375-0.012136i,-0.013335+0.016239i,0.026336-0.027276i,-0.73242+0.56302i,-0.034115+0.013167i,0.024984+0.0027511i,-0.33993-0.19285i,-0.0078379-0.0038717i,0.00076956-0.0039497i,0.0082274+0.011946i
0.0091239+0.0020614i,-0.01063-0.0020099i,0.012794+0.0018694i,-0.016221-0.0015432i,0.022658+0.00075233i,-0.040417+0.0018065i,0.91804-0.13658i,0.026637-0.0082968i,-0.00083022+0.0025212i,-0.32922+0.17763i,-0.015094+0.01692i,0.0031135-0.012802i,0.0092373+0.0074715i
-0.0012223-0.0060475i,0.0020457+0.0068203i,-0.0033796-0.0078757i,0.0057588+0.0094445i,-0.010783-0.012164i,0.02625+0.018943i,-0.86055-0.31828i,-0.043033-0.00063352i,0.026132-0.013607i,-0.032236+0.38617i,0.018918+0.010427i,-0.018947+0.0016241i,0.018452-0.015119i
0.0019666-0.00025074i,-0.0025334-0.00025136i,0.003432+0.001117i,-0.0050209-0.0027502i,0.0083959+0.0063811i,-0.019015-0.018101i,0.61115+0.67539i,0.032691+0.038737i,-0.026246-0.029311i,0.33441+0.22446i,0.0035635-0.0093016i,0.004526+0.014853i,-0.015269-0.020215i
-0.0069986-0.0079822i,0.0077485+0.0092028i,-0.0087327-0.010984i,0.010125+0.013877i,-0.01239-0.019523i,0.017603+0.035943i,-0.22869-0.89701i,0.0053506-0.03512i,-0.017274+0.019437i,0.35034-0.17923i,0.0036922-0.0034029i,0.0075368+0.00080477i,-0.018932+0.0049596i
0.0032153+0.0046372i,-0.0041538-0.0053284i,0.0055878+0.0063398i,-0.008002-0.0079937i,0.012813+0.011262i,-0.026802-0.020954i,0.74436+0.54153i,0.029581+0.023461i,-0.0096896-0.017085i,-0.2415+0.28837i,-0.022336+0.011827i,0.014392-0.0074658i,-0.0045574+0.0053803i
-0.00015482-0.003558i,0.00055388+0.0046268i,-0.0012006-0.0062573i,0.0023486+0.0089949i,-0.0047466-0.014429i,0.012006+0.030137i,-0.39541-0.83017i,-0.018871-0.032056i,0.0090476+0.0084756i,0.10333+0.34943i,0.015702+0.02924i,-0.014037-0.019078i,0.015877+0.0086071i
0.0010842+0.0053432i,-0.0010059-0.0064464i,0.00086442+0.0081134i,-0.00060774-0.010912i,0.00010792+0.016535i,0.0011265-0.033242i,-0.04421+0.91825i,0.00053246+0.039842i,-0.0079163-0.022661i,0.36725+0.10264i,0.021548-0.0075797i,-0.013261+0.0092707i,0.00553-0.014495i
0.0044644-0.0073604i,-0.0050551+0.0084404i,0.0059179-0.010008i,-0.0073314+0.012542i,0.010143-0.017479i,-0.018562+0.031859i,0.4756-0.79051i,0.020845-0.031514i,-0.015798+0.019641i,0.27033-0.27845i,0.009622-0.011285i,-0.0035642+0.0077383i,-0.0048608-0.0052773i
-0.0080073+0.0020785i,0.0091864-0.0027409i,-0.010884+0.0037434i,0.013597-0.0054065i,-0.018795+0.0086491i,0.033608-0.01779i,-0.79709+0.46934i,-0.028367+0.015752i,0.013069+0.00058943i,-0.10232-0.36063i,-0.0046971-0.023608i,0.005808+0.013612i,-0.0085216-0.0028226i
0.0055227+0.0012154i,-0.0067722-0.0013161i,0.0086469+0.0014267i,-0.01175-0.0015376i,0.017838+0.0016045i,-0.035301-0.0013477i,0.922-0.032007i,0.03369-0.0056654i,-0.008075+0.0073062i,-0.35341-0.10853i,-0.02796+0.00041946i,0.017574-0.0044466i,-0.0075765+0.010525i
-0.0045636-0.00027752i,0.0054748+0.00071564i,-0.0068638-0.0014224i,0.0092253+0.0026667i,-0.014053-0.0052315i,0.028712+0.012838i,-0.82333-0.40409i,-0.038804-0.017407i,0.027041+0.0047452i,-0.29056+0.25102i,-0.0018463+0.02272i,-0.0043617-0.016834i,0.012769+0.01175i
0.0077633+0.0035323i,-0.0086943-0.0043038i,0.0099908+0.0054928i,-0.01199-0.0075397i,0.015685+0.011784i,-0.025883-0.024876i,0.54066+0.7455i,0.015413+0.037468i,-0.0050026-0.028995i,0.080686+0.38499i,0.0093383+0.0067337i,-0.010343+0.001672i,0.011953-0.011863i
-0.00060637-0.0093744i,0.00084993+0.010811i,-0.0012112-0.012876i,0.0017885+0.016159i,-0.0028427-0.022385i,0.0055011+0.039835i,-0.11635-0.92025i,-0.00027681-0.029502i,-0.008682+0.0076197i,0.36038+0.11519i,0.018454+0.0054632i,-0.0092827+0.0011021i,-0.00072332-0.0080982i
-0.0045234+0.0021403i,0.0052074-0.0031123i,-0.0061664+0.004636i,0.0076374-0.0072629i,-0.010288+0.012615i,0.017215-0.028487i,-0.33955+0.85498i,-0.0054765+0.037356i,-0.0073126-0.015579i,0.28945-0.23168i,0.0099277-0.028037i,-0.00068005+0.021262i,-0.0094394-0.014521i
-0.00030278-0.0016862i,-0.00031871+0.0021893i,0.001355-0.0030008i,-0.0032426+0.0044621i,0.0072829-0.0076241i,-0.019799+0.017753i,0.6944-0.59086i,0.035821-0.033016i,-0.020947+0.028034i,-0.047774-0.38846i,-0.021617-0.0056288i,0.020276-0.0037319i,-0.019089+0.014793i
-0.0053798+0.0047587i,0.0063899-0.0052917i,-0.0079193+0.0060002i,0.010505-0.007023i,-0.015768+0.0087466i,0.031724-0.012954i,-0.89751+0.19882i,-0.042131-0.00031392i,0.030167+0.0075774i,-0.37014-0.14027i,-0.0060679+0.0013899i,-0.0015915-0.0067431i,0.011368+0.011838i
0.0090546+0.0039851i,-0.01052-0.0043853i,0.012621+0.0049366i,-0.015945-0.0057869i,0.022184+0.0073888i,-0.039401-0.012013i,0.8915+0.26063i,0.025902+0.0097474i,-0.001294-0.0083668i,-0.29476+0.23645i,-0.013211+0.013622i,0.0023357-0.0086188i,0.0083098+0.0017953i
-0.00045342-0.0086213i,0.0010659+0.0098505i,-0.0020684-0.01158i,0.0038688+0.014252i,-0.0076819-0.019134i,0.019412+0.03218i,-0.64939-0.65708i,-0.032465-0.01379i,0.018666-0.0074565i,0.034621+0.37915i,0.017949+0.012805i,-0.016386-0.00017689i,0.013567-0.013208i
-0.00082553+0.0014925i,0.00075051-0.0022965i,-0.00057352+0.0036012i,0.00015754-0.0059395i,0.00094159+0.010916i,-0.0050389-0.026413i,0.26235+0.87322i,0.019894+0.045144i,-0.021303-0.030499i,0.36023+0.17045i,0.0069813-0.012385i,0.002687+0.01572i,-0.014569-0.018225i
-0.0043697-0.0072096i,0.0045906+0.0083709i,-0.0047861-0.010083i,0.004876+0.012897i,-0.0045788-0.01846i,0.0023595+0.034845i,0.17108-0.90326i,0.021004-0.037563i,-0.023999+0.022866i,0.32266-0.23461i,-0.0013223-0.0037172i,0.010619-0.00055263i,-0.019512+0.0081271i
0.0012591+0.006343i,-0.0017974-0.0073572i,0.0026344+0.0088533i,-0.0040633-0.011316i,0.006938+0.016203i,-0.015328-0.030696i,0.44461+0.80571i,0.018077+0.034801i,-0.0053012-0.023684i,-0.19547+0.32988i,-0.017035+0.010602i,0.010847-0.0055071i,-0.0024033+0.0016797i
0.0022405-0.0042725i,-0.0023135+0.0054599i,0.0023767-0.0072651i,-0.0024157+0.010289i,0.002396-0.016286i,-0.0021949+0.033646i,-0.0069282-0.9208i,-0.0020538-0.035783i,-0.00082071+0.010712i,0.1669+0.32504i,0.014052+0.028549i,-0.011458-0.018556i,0.011462+0.007837i
-0.0016132+0.0047101i,0.0022037-0.0057024i,-0.0031059+0.007201i,0.0046151-0.0097124i,-0.0075776+0.014744i,0.015962-0.029624i,-0.43004+0.81366i,-0.014611+0.03465i,-0.0010022-0.018482i,0.37222+0.039131i,0.025062-0.0091559i,-0.015454+0.0093801i,0.0060007-0.012692i
0.0062423-0.0055003i,-0.0072141+0.0062042i,0.0086475-0.0072128i,-0.011006+0.0088294i,0.015681-0.011971i,-0.029502+0.021182i,0.76503-0.51447i,0.032121-0.021065i,-0.020206+0.015698i,0.22598-0.31508i,0.0043332-0.015299i,-2.5251e-05+0.0098959i,-0.0067713-0.0050542i
-0.0086142-0.00020351i,0.009919+2.1885e-05i,-0.011811+0.00025778i,0.014858-0.00071645i,-0.020752+0.0015653i,0.037719-0.0036954i,-0.91998+0.08961i,-0.034542+0.00024644i,0.017832+0.0078864i,-0.16351-0.345i,-0.0055024-0.018319i,0.0050955+0.0094285i,-0.0055576+0.00071332i
0.0053699+0.0036023i,-0.0065524-0.0041776i,0.0083195+0.0050026i,-0.011231-0.0063094i,0.016913+0.0087744i,-0.033115-0.015641i,0.85094+0.36033i,0.03005+0.011397i,-0.0056169-0.0027868i,-0.36721-0.041454i,-0.026885-0.0011265i,0.016061-0.0019434i,-0.0051596+0.0062961i
-0.0028356-0.0025772i,0.0034352+0.0034502i,-0.0043595-0.0047991i,0.00595+0.0070924i,-0.0092427-0.0117i,0.019366+0.025165i,-0.57377-0.7167i,-0.028214-0.028978i,0.020778+0.008994i,-0.24082+0.28955i,-0.0019849+0.026768i,-0.0035089-0.018893i,0.010737+0.011473i
0.0050299+0.0042701i,-0.0054455-0.0052292i,0.0059811+0.0067048i,-0.0067377-0.0092358i,0.008015+0.014453i,-0.011288-0.030415i,0.17179+0.90098i,0.0018974+0.044034i,-0.00030709-0.032047i,0.13656+0.36905i,0.014645+0.0036493i,-0.013084+0.0040869i,0.011751-0.013642i
0.0015081-0.0088839i,-0.0017411+0.010236i,0.002103-0.012182i,-0.0027432+0.015283i,0.0041362-0.021184i,-0.0087326+0.037808i,0.28055-0.88177i,0.016873-0.029223i,-0.017955+0.0093093i,0.38131+0.054139i,0.01403+0.0030583i,-0.0050509+0.0016312i,-0.005185-0.0061692i
-0.0068215+0.0011661i,0.0079236-0.0018988i,-0.009506+0.0030526i,0.012011-0.0050443i,-0.016715+0.0090909i,0.029697-0.021001i,-0.67153+0.634i,-0.019368+0.026918i,0.00052225-0.0088245i,0.24042-0.27951i,0.011007-0.02655i,-0.0023514+0.018802i,-0.0064441-0.010572i
0.0013502+0.00090253i,-0.0022623-0.00086674i,0.0037208+0.00074715i,-0.0062852-0.00042324i,0.011614-0.00050145i,-0.027732+0.0041146i,0.88235-0.23736i,0.04179-0.018964i,-0.021812+0.021054i,-0.107-0.36834i,-0.024906-0.0077081i,0.021307-0.0019615i,-0.017433+0.012748i
-0.0048969+0.0018128i,0.0058671-0.0017893i,-0.007348+0.0016757i,0.0098719-0.0013547i,-0.015051+0.00046062i,0.030863+0.0028414i,-0.89329-0.20168i,-0.043021-0.015096i,0.031536+0.012875i,-0.38832-0.084378i,-0.00575+0.0070006i,-0.0024943-0.0096957i,0.012728+0.011723i
0.0078341+0.0056544i,-0.0090363-0.0064499i,0.010746+0.0076071i,-0.013424-0.0094887i,0.018399+0.01319i,-0.031985-0.024119i,0.69848+0.60931i,0.018662+0.025617i,0.0011292-0.017953i,-0.25424+0.28806i,-0.009564+0.010709i,0.00039413-0.0049712i,0.0079717-0.0029733i
0.0010966-0.010258i,-0.00085319+0.011775i,0.00041863-0.013929i,0.00041026+0.017299i,-0.002235-0.02355i,0.0079535+0.040585i,-0.31503-0.87374i,-0.016891-0.022388i,0.0087772-0.0031193i,0.10172+0.3632i,0.015714+0.013915i,-0.012886-0.0013132i,0.0081283-0.011278i
-0.003871+0.0022495i,0.0043434-0.0031487i,-0.0049735+0.0045816i,0.0058765-0.0071064i,-0.0073519+0.012396i,0.01068-0.028628i,-0.13681+0.90546i,0.0047621+0.044627i,-0.014871-0.028112i,0.37568+0.11006i,0.010749-0.013847i,0.00024821+0.01519i,-0.012775-0.015017i
